tmin	tmax	tmean	rain	hr
20.6	28.6	24.6	4.0	82.5
19.0	31.8	25.4	0.0	71.5
20.1	34.1	27.1	0.0	64.5
19.3	37.0	28.15	0.0	62.5
20.0	36.5	28.25	0.7	67.0
19.0	33.2	26.1	2.0	69.5
18.7	32.0	25.35	1.0	69.0
21.0	34.5	27.75	0.0	69.5
21.5	35.5	28.5	0.0	59.5
20.6	37.0	28.8	0.0	60.5
22.5	38.0	30.25	0.4	60.0
24.2	37.0	30.6	0.2	64.0
20.7	35.4	28.05	98.0	72.5
19.9	29.5	24.7	0.0	76.0
20.7	32.0	26.35	0.0	72.0
20.7	34.0	27.35	0.0	69.5
23.0	34.4	28.7	43.0	68.5
21.0	28.6	24.8	5.0	89.5
20.5	28.8	24.65	1.0	78.5
20.7	26.8	23.75	0.6	84.0
20.4	30.0	25.2	0.0	77.0
23.2	30.5	26.85	0.2	75.5
24.3	35.0	29.65	0.6	72.0
22.4	30.6	26.5	10.0	86.0
22.9	30.0	26.45	5.0	80.0
22.6	30.0	26.3	24.0	81.5
23.0	29.4	26.2	0.7	84.5
22.6	30.5	26.55	2.0	82.5
21.7	31.0	26.35	0.0	79.5
21.5	33.0	27.25	7.0	74.0
22.8	26.8	24.8	18.0	92.5
20.0	31.5	25.75	0.0	76.5
22.4	33.5	27.95	0.0	73.0
22.5	34.7	28.6	0.0	70.0
23.2	33.6	28.4	0.0	69.5
23.7	34.2	28.950000000000003	0.0	66.0
21.6	34.7	28.15	0.0	63.0
22.2	34.3	28.25	0.2	69.5
21.8	36.2	29.0	0.0	65.0
22.0	35.5	28.75	0.0	66.5
22.8	31.0	26.9	6.0	72.5
21.4	28.7	25.05	17.0	80.5
16.8	25.4	21.1	0.8	84.5
18.7	26.0	22.35	0.0	77.5
20.0	29.8	24.9	0.0	75.5
22.3	31.8	27.05	0.1	73.5
22.6	33.6	28.1	0.8	73.0
20.3	32.5	26.4	0.0	70.5
20.5	31.4	25.95	0.0	76.5
21.0	34.8	27.9	0.0	67.5
19.9	33.0	26.45	27.0	73.0
18.6	27.8	23.200000000000003	6.0	81.0
18.4	30.3	24.35	0.0	72.0
19.5	30.9	25.2	0.0	70.5
22.0	28.3	25.15	0.0	80.0
21.3	31.0	26.15	0.8	72.0
20.6	29.0	24.8	0.4	78.5
21.4	27.8	24.6	10.0	80.0
20.3	25.4	22.85	13.0	89.5
18.5	28.2	23.35	2.0	81.0
21.4	30.6	26.0	2.0	75.5
21.9	30.2	26.05	0.8	79.0
23.4	33.0	28.2	0.0	76.0
20.4	32.4	26.4	17.0	80.0
19.0	25.5	22.25	0.2	83.0
20.3	26.0	23.15	3.0	86.0
20.8	28.1	24.450000000000003	3.0	83.0
22.0	31.6	26.8	0.0	78.0
20.5	33.5	27.0	0.0	77.0
24.6	35.5	30.05	3.0	71.5
18.0	26.6	22.3	0.2	79.0
20.8	25.6	23.200000000000003	0.1	89.5
21.8	29.5	25.65	4.0	80.0
22.0	31.0	26.5	0.3	80.5
19.1	29.3	24.200000000000003	0.0	75.0
22.2	29.6	25.9	0.0	79.5
22.4	32.2	27.3	22.0	81.5
14.8	26.2	20.5	1.0	83.0
16.0	27.0	21.5	0.0	74.0
18.2	28.0	23.1	0.1	69.5
18.0	21.7	19.85	0.4	90.0
17.1	30.8	23.950000000000003	0.0	78.0
17.8	31.2	24.5	36.0	79.0
17.2	23.5	20.35	0.0	75.5
14.2	25.7	19.95	0.0	74.0
17.0	24.5	20.75	0.0	71.5
15.3	29.0	22.15	0.0	72.5
17.8	26.8	22.3	0.0	81.0
17.5	30.8	24.15	0.0	73.0
18.0	31.7	24.85	0.0	73.5
19.0	30.2	24.6	8.0	78.0
19.2	26.0	22.6	5.0	83.0
19.6	29.2	24.4	0.0	75.0
17.6	30.7	24.15	0.0	76.5
18.1	31.4	24.75	0.2	77.0
21.9	31.7	26.8	3.0	80.0
21.2	30.6	25.9	0.0	83.0
21.5	30.6	26.05	0.0	79.5
23.6	33.2	28.4	0.0	74.5
21.3	33.0	27.15	0.0	76.0
20.0	33.0	26.5	0.0	77.5
20.6	32.8	26.7	0.5	77.0
13.4	20.6	17.0	0.1	81.5
14.6	18.6	16.6	0.0	83.0
15.8	24.0	19.9	0.0	78.0
15.6	29.0	22.3	0.0	76.5
19.3	31.5	25.4	0.0	74.5
19.0	32.5	25.75	0.0	71.0
17.0	31.7	24.35	0.0	74.5
19.2	31.8	25.5	0.0	75.5
19.6	32.5	26.05	0.0	75.5
20.5	33.5	27.0	0.0	75.5
22.7	33.3	28.0	39.0	73.0
18.5	28.3	23.4	7.0	83.0
21.0	30.2	25.6	0.0	81.5
21.0	31.8	26.4	0.0	78.5
21.8	29.8	25.8	0.0	80.0
20.5	31.7	26.1	0.0	78.5
23.1	31.8	27.450000000000003	0.0	79.5
22.8	32.0	27.4	0.5	78.0
22.9	30.3	26.6	0.0	80.0
21.5	31.0	26.25	0.0	81.0
21.4	29.5	25.45	0.2	80.5
22.3	26.9	24.6	0.3	85.0
21.4	24.6	23.0	4.0	88.0
19.6	25.2	22.4	6.0	87.5
20.5	25.7	23.1	0.0	88.5
21.1	28.3	24.700000000000003	0.0	84.0
21.0	28.5	24.75	0.1	84.0
21.0	26.5	23.75	0.1	81.0
18.6	27.2	22.9	0.0	71.5
16.5	27.8	22.15	0.0	72.5
14.0	27.0	20.5	0.0	73.0
19.2	27.9	23.55	0.0	70.5
15.3	28.5	21.9	0.0	73.5
18.0	22.8	20.4	0.4	84.0
14.4	18.0	16.2	1.0	92.5
15.0	19.5	17.25	0.2	89.5
14.7	22.7	18.7	0.0	69.5
9.8	23.9	16.85	0.0	69.5
8.2	23.0	15.6	0.0	67.5
13.9	20.5	17.2	0.0	75.5
12.8	21.4	17.1	0.0	77.5
15.0	23.9	19.45	0.0	75.0
13.8	24.9	19.35	0.0	72.5
13.2	24.7	18.95	0.0	74.5
14.4	28.0	21.2	0.0	74.5
14.5	27.0	20.75	0.0	80.5
18.0	28.5	23.25	0.0	76.5
19.0	29.9	24.45	3.0	73.5
13.6	22.0	17.8	5.0	88.5
10.2	13.6	11.9	0.4	88.5
9.8	13.3	11.55	0.5	81.0
8.1	12.8	10.45	0.0	75.0
8.6	12.2	10.4	0.0	80.0
5.8	13.0	9.4	0.0	78.5
3.5	15.8	9.65	0.0	74.5
4.8	20.9	12.85	0.0	69.5
5.5	21.9	13.7	0.0	68.5
5.8	23.0	14.4	0.0	73.0
9.2	26.2	17.7	0.0	74.5
10.0	20.6	15.3	0.0	79.0
11.2	17.5	14.35	0.0	68.0
5.2	14.5	9.85	0.0	70.0
7.6	14.5	11.05	0.0	68.0
7.6	16.3	11.95	0.0	65.5
6.3	14.6	10.45	0.0	71.0
3.2	19.6	11.4	0.0	71.5
2.8	22.8	12.8	0.0	70.5
5.7	25.0	15.35	0.0	70.5
9.2	27.1	18.15	0.0	71.5
11.2	28.5	19.85	0.0	67.5
15.2	27.2	21.2	0.0	62.5
12.5	26.9	19.7	0.1	71.5
14.0	21.1	17.55	0.0	67.5
12.0	20.3	16.15	0.0	64.0
6.9	21.7	14.3	0.0	72.0
7.4	25.6	16.5	0.0	74.0
8.0	24.5	16.25	0.0	76.0
11.3	26.5	18.9	0.0	72.5
10.2	22.8	16.5	0.0	82.5
14.2	25.9	20.05	0.0	76.5
13.7	24.0	18.85	0.1	78.0
12.0	19.8	15.9	9.0	87.0
9.5	13.0	11.25	0.1	85.5
10.5	15.6	13.05	2.0	85.0
11.5	15.1	13.3	0.9	91.0
11.1	14.2	12.65	2.0	87.0
10.5	12.5	11.5	0.1	86.5
7.6	15.0	11.3	0.0	77.0
7.4	17.2	12.3	0.0	69.0
4.0	18.5	11.25	0.0	70.5
8.4	20.5	14.45	0.0	64.5
6.5	24.5	15.5	0.0	70.0
8.8	28.2	18.5	0.0	69.0
12.0	30.1	21.05	0.0	66.0
15.0	21.4	18.2	0.0	75.5
14.8	19.7	17.25	0.0	70.5
11.4	19.1	15.25	0.7	79.5
10.6	16.8	13.7	1.0	90.0
9.2	14.8	12.0	0.1	76.0
4.3	18.2	11.25	0.0	70.5
5.0	23.7	14.35	0.0	68.0
7.0	15.6	11.3	0.0	64.5
4.0	14.6	9.3	0.0	64.0
3.8	15.5	9.65	0.0	63.0
2.9	21.4	12.15	0.0	61.5
4.2	22.1	13.15	0.0	63.0
3.9	22.2	13.05	0.0	65.5
6.2	23.2	14.7	0.0	65.5
6.3	24.0	15.15	0.0	64.0
9.8	18.2	14.0	0.0	69.0
12.4	19.5	15.95	0.0	67.0
12.0	21.1	16.55	0.0	70.0
5.4	20.8	13.1	0.0	72.0
9.8	18.9	14.35	0.0	73.0
5.0	24.4	14.7	0.0	66.0
6.8	27.6	17.2	0.0	67.0
9.8	28.4	19.1	0.0	69.5
15.6	21.2	18.4	0.0	57.5
7.2	22.7	14.95	0.0	63.5
5.5	25.2	15.35	0.0	58.0
6.5	27.6	17.05	0.0	60.0
9.4	29.6	19.5	0.0	60.0
12.6	32.3	22.45	0.0	62.0
16.0	22.0	19.0	0.0	55.5
12.9	24.0	18.45	0.0	56.5
7.6	27.7	17.65	0.0	60.0
9.8	30.2	20.0	0.0	64.5
13.0	32.0	22.5	0.0	64.5
11.1	25.3	18.2	0.0	61.0
9.4	15.3	12.35	0.0	58.5
9.0	20.4	14.7	0.0	57.0
4.3	24.5	14.4	0.0	59.0
4.5	28.6	16.55	0.0	57.5
7.8	23.6	15.7	0.0	59.0
12.1	22.4	17.25	0.0	49.0
5.7	27.5	16.6	0.0	56.0
7.3	29.8	18.55	0.0	55.5
8.8	31.7	20.25	0.0	57.0
12.8	36.0	24.4	0.0	55.5
15.0	35.0	25.0	0.0	56.0
16.7	24.6	20.65	0.0	57.0
9.4	18.2	13.8	0.9	73.5
5.1	23.5	14.3	0.0	65.0
6.5	27.4	16.95	0.0	56.0
8.0	29.9	18.95	0.0	57.5
9.0	33.4	21.2	0.0	55.0
11.2	34.3	22.75	0.0	57.0
12.0	34.4	23.2	0.0	52.0
12.8	34.7	23.75	0.0	48.0
13.3	34.4	23.85	0.0	48.0
13.4	32.5	22.95	0.0	53.5
15.4	32.7	24.05	0.0	55.5
14.7	34.3	24.5	5.0	57.0
19.0	26.8	22.9	7.0	70.5
13.5	20.0	16.75	0.1	87.5
15.5	28.0	21.75	0.0	71.0
18.0	30.3	24.15	0.0	68.0
17.9	31.3	24.6	0.0	57.0
13.6	34.8	24.2	0.0	59.5
17.2	34.5	25.85	0.0	58.5
21.0	30.6	25.8	0.0	44.5
17.0	35.4	26.2	0.0	57.0
21.3	39.4	30.35	0.0	55.5
22.0	41.5	31.75	0.0	56.0
24.0	34.6	29.3	0.0	54.5
22.0	30.8	26.4	0.1	61.5
19.5	32.5	26.0	3.0	71.0
22.5	35.0	28.75	0.0	66.0
23.7	36.8	30.25	0.0	58.0
22.0	40.0	31.0	0.0	60.5
22.3	38.2	30.25	0.0	50.5
19.2	39.3	29.25	0.2	59.0
12.9	19.2	16.05	0.1	77.5
16.6	26.0	21.3	0.0	54.5
17.9	28.1	23.0	0.0	50.0
17.0	30.0	23.5	0.0	45.5
18.1	32.5	25.3	0.0	42.0
18.0	34.8	26.4	0.0	46.5
18.6	40.0	29.3	0.0	48.0
22.0	40.2	31.1	20.0	52.5
17.8	28.5	23.15	0.8	70.5
16.0	19.7	17.85	6.0	90.0
14.3	17.3	15.8	3.0	95.5
14.8	21.1	17.950000000000003	0.9	79.0
14.8	23.3	19.05	0.2	77.5
15.4	30.6	23.0	0.0	66.5
15.8	35.0	25.4	0.0	63.0
18.2	38.0	28.1	0.0	62.5
23.9	40.8	32.349999999999994	37.0	51.0
21.5	34.1	27.8	0.2	76.0
20.2	32.3	26.25	0.0	69.5
23.2	33.5	28.35	6.0	68.0
23.2	33.0	28.1	48.0	77.5
20.0	24.4	22.2	0.5	82.5
17.2	27.4	22.3	4.0	74.5
19.8	24.2	22.0	21.0	88.0
19.9	26.0	22.95	6.0	85.5
17.5	22.7	20.1	2.0	84.0
18.8	24.2	21.5	3.0	89.0
20.5	28.7	24.6	0.0	77.5
22.0	34.3	28.15	0.0	71.5
22.1	29.2	25.65	3.0	74.5
17.7	23.7	20.7	0.0	81.5
19.3	28.3	23.8	0.0	75.0
19.8	33.2	26.5	0.0	72.5
24.2	30.9	27.55	0.0	72.0
23.3	33.2	28.25	2.0	70.5
20.5	29.3	24.9	17.0	75.0
18.4	27.3	22.85	0.0	76.5
17.4	31.0	24.2	0.0	72.0
21.4	32.2	26.8	0.0	67.5
22.2	35.6	28.9	0.0	70.5
23.3	35.5	29.4	0.0	71.5
24.4	34.6	29.5	0.6	73.5
22.7	27.8	25.25	0.4	73.0
17.2	27.0	22.1	0.0	68.0
19.8	32.5	26.15	0.0	58.0
22.5	33.0	27.75	0.0	66.0
23.2	36.1	29.65	7.0	69.5
16.7	30.9	23.8	9.0	84.5
17.1	26.4	21.75	0.0	70.5
20.0	28.5	24.25	0.0	78.0
22.8	28.4	25.6	0.0	81.0
22.2	35.0	28.6	5.0	72.5
20.3	30.6	25.450000000000003	0.0	70.5
18.1	26.6	22.35	0.1	72.5
19.8	23.8	21.8	0.1	84.5
19.5	27.5	23.5	0.4	80.5
21.2	31.6	26.4	65.0	75.5
19.6	28.4	24.0	10.0	92.5
18.9	24.6	21.75	0.3	86.5
20.4	29.5	24.95	0.0	77.5
20.4	30.7	25.55	12.0	73.0
17.3	21.5	19.4	15.0	89.5
17.2	25.2	21.2	0.0	74.5
17.9	29.6	23.75	0.0	70.5
19.0	32.7	25.85	4.0	66.0
16.4	26.4	21.4	16.0	91.0
16.1	23.3	19.700000000000003	0.0	80.5
17.6	29.0	23.3	0.0	71.0
21.8	31.3	26.55	0.0	71.0
20.5	34.6	27.55	0.0	69.5
23.4	36.4	29.9	0.0	71.5
23.4	38.0	30.7	14.0	66.5
23.0	36.9	29.95	0.0	70.0
23.2	35.1	29.15	2.0	70.5
21.8	28.9	25.35	16.0	87.0
22.0	29.8	25.9	0.0	83.0
24.0	32.6	28.3	0.2	75.0
21.2	27.2	24.2	5.0	93.0
20.3	27.3	23.8	0.0	82.0
21.6	30.0	25.8	3.0	77.5
21.2	25.8	23.5	4.0	86.0
19.8	29.9	24.85	0.0	74.5
21.1	31.7	26.4	32.0	71.0
21.4	32.5	26.95	0.0	76.0
23.6	34.4	29.0	0.0	68.0
23.5	36.3	29.9	0.0	73.5
22.5	38.1	30.3	0.0	69.0
23.8	37.0	30.4	27.0	73.0
23.8	33.8	28.8	0.0	73.0
24.2	36.0	30.1	0.4	73.0
22.4	31.5	26.95	0.0	75.5
24.0	34.2	29.1	0.0	75.0
24.2	37.4	30.8	0.0	69.0
23.4	33.4	28.4	5.0	85.5
21.9	29.6	25.75	0.7	81.5
23.6	32.0	27.8	0.3	78.0
23.8	35.0	29.4	0.1	73.5
22.4	31.2	26.8	0.0	71.0
22.4	31.9	27.15	0.0	76.0
24.5	32.5	28.5	0.0	76.0
19.5	29.8	24.65	2.0	73.5
18.9	25.3	22.1	0.2	78.0
19.8	27.6	23.700000000000003	0.1	79.5
21.3	29.0	25.15	0.0	80.0
23.2	29.8	26.5	3.0	78.5
22.5	28.0	25.25	11.0	85.0
21.5	29.7	25.6	0.1	83.0
21.0	33.2	27.1	88.0	77.0
17.2	23.2	20.2	4.0	85.0
19.3	27.0	23.15	0.0	76.5
20.7	29.0	24.85	0.0	74.0
22.3	34.1	28.200000000000003	0.0	70.5
23.0	37.8	30.4	0.0	68.0
24.0	38.0	31.0	0.0	68.5
24.4	39.4	31.9	0.0	66.5
24.2	39.8	32.0	0.0	62.0
22.2	40.0	31.1	25.0	66.5
25.0	31.5	28.25	0.0	79.0
24.0	34.6	29.3	0.7	72.5
23.3	36.0	29.65	0.0	71.0
23.6	35.0	29.3	2.0	70.0
21.4	33.2	27.3	0.0	74.5
23.0	32.0	27.5	35.0	75.5
20.9	28.0	24.45	33.0	84.0
21.0	27.2	24.1	0.0	80.0
21.6	26.0	23.8	0.0	77.5
20.3	30.0	25.15	0.0	74.0
19.6	31.2	25.4	0.0	76.0
20.8	35.0	27.9	0.0	70.5
22.3	36.7	29.5	0.0	66.5
22.6	36.8	29.7	6.0	67.0
22.9	31.9	27.4	0.0	76.0
23.1	35.6	29.35	47.0	74.5
17.5	30.4	23.95	6.0	93.0
15.6	23.2	19.4	3.0	82.5
19.0	27.6	23.3	0.5	81.5
19.7	32.0	25.85	0.0	68.5
19.4	30.8	25.1	0.0	74.0
21.6	31.5	26.55	0.0	71.0
20.4	32.8	26.6	0.0	70.5
22.0	34.8	28.4	0.0	72.5
22.4	36.2	29.3	0.0	68.5
22.9	36.9	29.9	0.0	71.0
24.3	38.7	31.5	0.0	62.5
22.7	39.0	30.85	0.0	62.5
22.0	35.4	28.7	0.0	70.0
20.0	29.3	24.65	9.0	83.5
18.1	21.5	19.8	0.7	88.0
18.4	27.0	22.7	2.0	78.0
18.4	29.5	23.95	0.0	74.5
19.5	32.5	26.0	0.0	72.5
22.8	34.4	28.6	0.0	72.5
22.4	36.5	29.45	0.0	67.5
22.6	35.3	28.95	0.0	70.0
24.0	32.2	28.1	14.0	76.0
21.5	29.7	25.6	2.0	80.5
24.4	29.6	27.0	0.0	84.5
20.3	33.6	26.950000000000003	12.0	78.0
19.2	25.0	22.1	9.0	84.0
16.2	21.3	18.75	4.0	85.5
17.3	23.5	20.4	3.0	86.0
19.6	25.1	22.35	0.3	85.0
20.3	26.9	23.6	0.0	81.5
19.0	28.2	23.6	4.0	77.0
20.4	25.8	23.1	11.0	86.0
21.3	25.7	23.5	12.0	90.5
20.0	24.6	22.3	10.0	90.5
19.1	28.2	23.65	2.0	82.0
21.7	25.0	23.35	12.0	92.0
17.4	21.8	19.6	7.0	90.5
14.4	18.6	16.5	0.7	90.0
16.5	22.0	19.25	0.0	84.5
17.9	25.8	21.85	0.0	84.0
18.9	30.0	24.45	0.0	78.0
20.5	25.5	23.0	22.0	87.5
15.5	22.8	19.15	15.0	95.0
13.2	19.0	16.1	0.0	83.5
15.3	25.2	20.25	0.0	75.0
17.1	27.4	22.25	0.0	79.0
18.8	30.0	24.4	1.0	80.0
22.6	27.0	24.8	6.0	91.0
22.8	31.2	27.0	5.0	82.5
22.0	27.3	24.65	0.2	86.0
20.0	30.5	25.25	0.0	79.5
19.8	30.8	25.3	15.0	78.5
15.4	25.4	20.4	2.0	83.0
13.8	25.4	19.6	0.0	73.5
12.4	27.4	19.9	0.0	72.0
13.8	28.2	21.0	0.0	75.0
15.8	28.0	21.9	0.0	73.5
16.0	29.5	22.75	0.1	74.0
20.0	28.0	24.0	2.0	74.5
18.5	22.1	20.3	5.0	89.5
17.8	28.2	23.0	0.0	78.0
19.6	31.2	25.4	0.0	75.5
19.3	31.2	25.25	3.0	75.0
20.0	25.8	22.9	3.0	82.5
19.3	22.7	21.0	10.0	92.0
21.0	25.6	23.3	0.3	89.5
21.5	29.8	25.65	0.0	84.5
22.8	30.7	26.75	3.0	81.5
21.9	26.2	24.05	19.0	88.5
17.6	23.8	20.700000000000003	5.0	92.0
14.8	18.5	16.65	5.0	91.5
15.0	19.0	17.0	6.0	91.0
15.5	20.0	17.75	0.3	86.5
16.8	21.8	19.3	0.0	82.0
16.1	26.5	21.3	0.0	77.0
13.6	26.0	19.8	0.0	79.5
18.5	23.6	21.05	1.0	86.0
18.6	24.3	21.450000000000003	1.0	87.5
16.3	22.8	19.55	0.0	77.0
14.7	25.0	19.85	0.0	83.0
19.8	28.4	24.1	0.0	76.5
19.1	23.2	21.15	0.5	91.0
20.2	29.6	24.9	11.0	79.0
21.1	25.3	23.200000000000003	4.0	87.0
18.2	22.8	20.5	3.0	95.0
19.3	23.4	21.35	1.0	92.0
20.4	25.5	22.95	0.3	87.0
19.0	22.7	20.85	0.1	88.0
15.9	20.7	18.3	0.0	78.5
11.6	25.2	18.4	0.0	70.0
12.0	25.2	18.6	0.0	74.5
11.8	25.2	18.5	0.0	76.5
11.8	24.2	18.0	0.0	71.5
10.2	24.4	17.299999999999997	0.0	73.5
13.8	23.1	18.450000000000003	0.0	77.0
17.0	21.6	19.3	0.0	83.5
15.2	25.7	20.45	0.0	75.0
16.2	20.2	18.2	3.0	93.5
16.4	19.6	18.0	7.0	88.5
11.0	16.4	13.7	6.0	90.0
9.5	18.0	13.75	0.0	78.0
5.8	23.0	14.4	0.0	72.5
6.3	21.7	14.0	0.0	75.5
9.0	24.7	16.85	0.0	75.5
13.8	22.5	18.15	0.0	78.0
16.4	19.5	17.95	0.4	84.0
15.7	19.0	17.35	0.1	91.0
15.7	21.4	18.55	3.0	84.5
16.1	17.8	16.950000000000003	0.3	88.0
14.4	17.6	16.0	0.1	89.5
13.6	23.0	18.3	0.0	77.5
10.7	23.2	16.95	0.0	74.5
9.7	23.8	16.75	0.0	78.5
11.4	25.2	18.3	0.0	75.5
12.0	25.5	18.75	0.0	80.0
11.6	21.6	16.6	0.1	84.5
14.7	21.2	17.95	0.0	78.5
11.0	21.9	16.45	0.0	78.5
15.8	26.0	20.9	0.0	73.5
12.9	25.7	19.3	0.0	79.0
16.0	26.2	21.1	0.0	78.5
17.0	25.5	21.25	0.0	78.0
19.0	25.1	22.05	0.7	81.0
14.1	20.2	17.15	6.0	95.0
10.4	14.1	12.25	0.2	86.0
10.0	13.0	11.5	0.3	80.5
9.6	12.9	11.25	0.6	92.5
5.4	20.5	12.95	0.0	73.5
6.0	22.0	14.0	0.0	71.5
8.2	24.8	16.5	0.0	74.5
12.4	25.0	18.7	0.0	80.0
12.8	27.7	20.25	0.0	76.5
13.5	27.8	20.65	0.0	77.0
8.9	19.7	14.3	0.9	81.5
8.6	19.4	14.0	0.0	67.5
5.4	19.8	12.6	0.0	75.0
7.4	24.5	15.95	0.0	75.5
13.4	25.0	19.2	0.1	73.5
14.8	19.2	17.0	0.3	81.0
11.5	15.5	13.5	0.1	79.5
9.8	16.2	13.0	0.0	84.0
9.5	16.5	13.0	0.0	79.0
11.8	15.5	13.65	0.1	84.5
10.4	18.5	14.45	0.0	68.5
8.8	18.3	13.55	0.0	71.0
5.2	20.8	13.0	0.0	72.5
7.2	19.5	13.35	0.0	74.5
6.1	25.0	15.55	0.0	67.0
9.3	26.0	17.65	0.0	71.5
12.0	24.0	18.0	0.0	77.0
17.5	24.9	21.2	0.0	76.0
16.8	21.1	18.950000000000003	0.0	74.0
14.9	19.3	17.1	0.0	79.0
12.4	20.6	16.5	0.0	83.0
15.4	22.3	18.85	0.0	76.5
15.3	24.2	19.75	0.0	75.0
8.7	26.3	17.5	0.0	73.0
13.8	25.3	19.55	0.0	75.0
13.5	28.3	20.9	0.0	73.5
13.8	31.0	22.4	0.0	74.5
16.0	21.8	18.9	0.0	65.5
12.7	17.1	14.9	0.0	57.0
7.4	13.4	10.4	0.1	64.0
1.6	16.6	9.1	0.0	72.5
2.7	22.5	12.6	0.0	68.0
5.0	22.5	13.75	0.0	67.0
4.7	21.9	13.3	0.0	68.0
5.8	24.0	14.9	0.0	70.5
8.0	28.6	18.3	0.0	71.0
10.3	27.5	18.9	0.0	71.0
11.7	27.3	19.5	0.0	64.5
9.0	19.0	14.0	0.0	58.0
4.3	24.3	14.3	0.0	62.5
3.4	23.5	13.45	0.0	63.0
3.2	24.7	13.95	0.0	62.0
5.2	26.6	15.9	0.0	61.0
8.0	29.0	18.5	0.0	59.5
8.1	22.0	15.05	0.0	66.5
12.3	16.9	14.6	0.0	55.5
3.3	23.7	13.5	0.0	60.5
4.5	24.6	14.55	0.0	62.5
9.2	27.3	18.25	0.0	60.5
14.6	19.2	16.9	0.0	49.5
10.6	20.8	15.7	0.0	61.5
5.4	24.0	14.7	0.0	62.0
8.0	30.2	19.1	0.0	61.0
12.3	31.5	21.9	0.0	64.0
12.1	24.8	18.45	0.0	62.5
14.0	24.0	19.0	0.0	46.0
8.3	24.1	16.200000000000003	0.0	60.5
9.4	25.2	17.3	0.0	58.5
8.6	25.3	16.95	0.0	64.0
8.2	27.5	17.85	0.0	60.0
9.6	28.5	19.05	0.0	62.5
14.3	31.5	22.9	0.0	59.0
15.4	33.5	24.45	0.0	59.5
15.0	33.5	24.25	0.0	64.5
18.4	36.0	27.2	0.0	63.0
16.0	36.2	26.1	0.0	64.0
16.6	30.1	23.35	0.0	57.0
17.5	24.8	21.15	0.0	36.5
9.8	25.0	17.4	0.0	51.5
7.1	27.0	17.05	0.0	55.0
10.8	24.0	17.4	0.0	58.0
13.5	22.9	18.2	0.0	54.5
13.4	20.2	16.8	0.0	51.0
8.8	26.2	17.5	0.0	62.0
12.2	28.1	20.15	0.0	58.5
15.0	27.9	21.45	0.0	60.0
14.1	32.0	23.05	0.0	62.0
18.1	25.2	21.65	0.0	58.0
15.1	18.1	16.6	0.1	72.0
12.6	26.0	19.3	0.0	60.0
8.5	27.9	18.2	0.0	59.0
10.8	31.0	20.9	0.0	60.5
16.2	38.9	27.55	0.0	55.0
17.6	33.6	25.6	0.1	58.0
12.5	19.2	15.85	0.0	74.0
13.5	27.2	20.35	0.0	53.0
11.8	31.6	21.700000000000003	0.0	57.5
16.1	23.8	19.950000000000003	0.0	36.5
13.9	25.9	19.9	0.0	44.5
14.0	33.0	23.5	0.0	47.5
13.0	32.0	22.5	0.0	48.5
15.2	33.2	24.200000000000003	0.0	50.0
20.9	31.8	26.35	0.0	43.5
13.6	35.0	24.3	0.0	54.0
13.9	37.0	25.45	0.0	52.0
16.0	37.5	26.75	0.0	51.0
17.9	38.3	28.1	0.0	48.0
19.5	40.0	29.75	0.0	52.0
22.0	36.5	29.25	14.0	56.0
16.2	26.6	21.4	0.0	76.5
15.1	27.5	21.3	0.0	54.0
15.5	26.0	20.75	0.0	67.0
16.0	22.2	19.1	0.0	70.5
12.4	27.0	19.7	0.0	68.0
10.8	32.6	21.700000000000003	0.0	56.0
14.7	34.5	24.6	0.0	52.5
17.2	37.2	27.200000000000003	0.0	52.0
19.3	39.4	29.35	0.0	51.5
18.3	39.3	28.8	0.0	53.5
19.6	41.4	30.5	0.0	54.5
23.1	37.6	30.35	16.0	58.0
16.6	23.9	20.25	3.0	87.5
10.3	16.8	13.55	0.3	81.0
11.0	18.6	14.8	0.0	76.0
14.7	21.8	18.25	0.6	73.0
15.5	20.6	18.05	0.1	84.0
16.4	24.4	20.4	4.0	73.5
17.1	21.5	19.3	0.0	83.5
14.0	32.4	23.2	0.0	53.5
14.2	32.0	23.1	0.0	54.5
19.2	34.0	26.6	0.0	46.5
17.0	34.0	25.5	0.0	58.5
19.7	36.4	28.05	0.0	52.0
19.9	38.4	29.15	0.0	55.0
22.5	43.8	33.15	0.0	57.5
23.0	44.5	33.75	0.0	47.0
26.7	38.2	32.45	0.0	52.0
25.6	37.2	31.4	4.0	55.5
19.0	27.0	23.0	0.0	76.0
19.1	36.9	28.0	0.0	66.0
22.6	40.5	31.55	0.0	58.5
20.5	31.0	25.75	0.6	75.5
21.0	34.3	27.65	0.0	68.5
22.2	35.0	28.6	4.0	57.5
20.6	31.5	26.05	3.0	72.5
21.7	30.9	26.3	0.2	74.5
23.0	37.4	30.2	0.0	65.5
19.3	39.8	29.55	59.0	67.0
19.3	30.5	24.9	0.0	72.0
19.4	33.7	26.55	0.0	67.5
20.4	36.2	28.3	0.0	63.5
23.2	36.0	29.6	0.1	57.5
21.1	35.3	28.2	0.0	66.0
20.0	37.0	28.5	0.0	58.0
18.3	38.5	28.4	0.0	53.5
20.3	36.6	28.450000000000003	0.0	52.5
22.0	39.0	30.5	0.0	47.5
24.0	40.3	32.15	0.0	47.0
23.2	41.9	32.55	0.0	46.5
23.5	37.5	30.5	0.0	53.5
21.6	37.3	29.45	59.0	68.0
21.0	30.0	25.5	0.3	77.5
21.2	35.1	28.15	0.0	71.0
